EmployeeID,FullName,Department,Location,IsRemote
647,Mary_Jac_647,HR,London,False
648,David_Ada_648,Legal,Portsmouth,False
649,Matthew_Mar,IT,Portsmouth,False
650,Michael_Gon,Sales,London,False
651,Susan_Wal,Finance,Isle of Wight,True
652,Matthew_Mit,Finance,Portsmouth,True
653,Christopher_Wil,Sales,Remote,True
654,Elizabeth_Car,Sales,Isle of Wight,True
655,David_Gre,Legal,Remote,False
656,James_Moo,Legal,Isle of Wight,True
657,Emily_Car_657,Operations,London,True
658,Andrew_Rod,Legal,Remote,True
659,Steven_Car,Sales,Portsmouth,True
660,Donna_Tor,HR,Isle of Wight,False
661,David_Flo,Finance,Isle of Wight,False
662,Anthony_Gre,Marketing,Isle of Wight,True
663,Jessica_Bak_663,Finance,London,False
664,Margaret_Ada,IT,Southampton,False
665,Linda_Jac,Legal,London,True
666,Mark_Rod,HR,London,True
667,Jennifer_Jac_667,IT,Portsmouth,False
668,Michael_Mar,Sales,Isle of Wight,False
669,Linda_Nel,Legal,London,True
670,Thomas_All,Finance,Isle of Wight,False
671,Anthony_Mil,Sales,Remote,False
672,Steven_Tho,HR,Remote,False
673,Matthew_Smi,Finance,Portsmouth,False
674,Joseph_You_674,HR,Southampton,False
675,Sarah_Lew_675,Sales,Southampton,True
676,Michael_Lee,Marketing,Remote,True
677,Anthony_Tor_677,Legal,Southampton,False
678,Thomas_Car,HR,Remote,False
679,Joseph_Bak,IT,London,True
680,Christopher_Mil_680,Sales,Southampton,False
681,Barbara_Bro,Finance,Southampton,True
682,Betty_You,IT,London,False
683,Jennifer_Whi_683,Marketing,Southampton,True
684,Robert_Gon,IT,Southampton,False
685,Emily_Jac_685,Sales,London,False
686,Karen_Mar_686,Sales,Portsmouth,True
687,Mary_Jac_687,Operations,Portsmouth,True
688,Jennifer_Rod,Sales,London,False
689,Donald_Mar,IT,London,True
690,Jessica_Kin,Operations,London,False
691,Paul_Bak,HR,Remote,True
692,Jennifer_Jac_692,Sales,Remote,True
693,Emily_Jon,Sales,Portsmouth,True
694,Emily_Bro,Operations,Remote,False
695,Mary_Gar,IT,Remote,False
696,Joshua_Lop_696,HR,Southampton,False
697,Andrew_Lee,Operations,Southampton,False
698,William_Mar,IT,Southampton,False
699,Emily_Hil,Sales,Isle of Wight,True
700,Ashley_Ada,Sales,Remote,True
701,Barbara_Dav,Sales,London,False
702,Steven_You_702,HR,London,True
703,William_Lop,Legal,Portsmouth,True
704,Mary_Ada,Operations,London,False
705,Patricia_Bro,Finance,Isle of Wight,True
706,James_Joh,Marketing,London,True
707,Barbara_Mar,Operations,Remote,True
708,Linda_All,Finance,Isle of Wight,True
709,Daniel_Har,Sales,Portsmouth,False
710,Anthony_Her,HR,Remote,False
711,Matthew_Joh,Legal,Portsmouth,True
712,Karen_Cam,IT,Portsmouth,True
713,Christopher_Jac,Legal,Isle of Wight,True
714,Nancy_Ada,Sales,Southampton,False
715,John_Lop,Legal,Southampton,False
716,Joseph_Moo_716,Sales,Portsmouth,True
717,Patricia_Whi,Marketing,London,False
718,Michelle_Tay,Legal,Isle of Wight,True
719,Linda_San,Sales,Southampton,True
720,Patricia_Tho,Legal,Portsmouth,True
721,Matthew_Dav,Marketing,London,True
722,Kimberly_Cla_722,Operations,Isle of Wight,True
723,David_Flo_723,Marketing,Remote,False
724,Robert_Lop,Finance,Portsmouth,True
725,Sandra_Har,IT,Isle of Wight,True
726,Kimberly_Bro_726,Legal,London,True
727,Betty_Tho,HR,Isle of Wight,True
728,Joseph_San,Sales,Portsmouth,True
729,Linda_Gon,Sales,London,True
730,Joshua_You,Marketing,Remote,False
731,Charles_Wal_731,Sales,Southampton,False
732,Thomas_Car_732,Marketing,Remote,True
733,Barbara_Hal,Sales,Remote,False
734,Charles_Tor_734,Sales,Southampton,True
735,John_Wal,HR,London,False
736,Christopher_Lee,Sales,Southampton,True
737,Robert_Bro,Operations,Southampton,False
738,Michelle_Kin_738,Marketing,Isle of Wight,False
739,Linda_Sco,Legal,Southampton,False
740,Barbara_Riv,Marketing,London,True
741,Mark_Lew,HR,Portsmouth,False
742,Thomas_Rob_742,Marketing,London,False
743,Steven_Lop_743,Operations,Isle of Wight,True
744,Joseph_Ngu,HR,Isle of Wight,False
745,James_Rob_745,Operations,Remote,True
746,Richard_Gar,HR,London,True
747,Mary_Tho_747,Legal,Southampton,False
748,Karen_Lew,Sales,Portsmouth,False
749,Kimberly_All,Sales,Portsmouth,True
750,Elizabeth_Mar_750,Legal,Remote,False
751,Joshua_Jon,Sales,Southampton,True
752,Sarah_Bro_752,Legal,Isle of Wight,False
753,Robert_Mar_753,IT,Portsmouth,False
754,Barbara_Riv_754,Marketing,Remote,False
755,Jessica_Cam_755,IT,Portsmouth,False
756,Elizabeth_Gon,HR,London,False
757,Margaret_Gon,Legal,Remote,True
758,Sandra_Lee,Operations,Portsmouth,True
759,Michelle_Hal,Legal,Isle of Wight,False
760,Emily_Cla,HR,Isle of Wight,True
761,Matthew_And,IT,Remote,True
762,Christopher_Tay,HR,Southampton,True
763,Lisa_You,HR,Isle of Wight,False
764,Donna_Lew_764,Legal,London,True
765,Lisa_Mil,Marketing,Isle of Wight,False
766,Sandra_Wil,Legal,Portsmouth,False
767,Donald_Rob,Operations,London,False
768,Daniel_Gar,Finance,Remote,False
769,Nancy_Tho,Sales,Isle of Wight,False
770,Nancy_Tho_770,HR,Remote,False
771,Steven_Ram,Operations,Portsmouth,True
772,William_Wil,HR,Southampton,False
773,Jennifer_Mar,IT,Portsmouth,True
774,Joseph_Hal_774,HR,Isle of Wight,False
775,Steven_Hil,Sales,Southampton,False
776,Kimberly_Cla_776,Marketing,Isle of Wight,True
777,Betty_Bak_777,Legal,Remote,True
778,Robert_Hil,Finance,London,True
779,Jessica_Gar,Finance,Southampton,True
780,Robert_Jac_780,Finance,Remote,False
781,Michelle_Riv,Legal,Southampton,False
782,Steven_Har_782,Operations,Remote,False
783,Richard_Jac,Operations,London,True
784,Linda_Mil,Sales,Southampton,True
785,Daniel_Kin,Finance,Remote,False
786,James_Car_786,Operations,Remote,True
787,Andrew_Nel,Legal,Portsmouth,False
788,Betty_Cla_788,Finance,Remote,True
789,Matthew_And_789,Sales,Remote,True
790,Daniel_Cla_790,Legal,Remote,True
791,Lisa_Mar_791,IT,London,False
792,Joshua_Bak_792,HR,Remote,False
793,Sarah_Lee,IT,Remote,True
794,Mark_Car,HR,Southampton,True
795,Sarah_Riv,HR,London,True
796,Sandra_Per_796,IT,Remote,False
797,Robert_Nel,Operations,Southampton,True
798,Matthew_Moo_798,Finance,Isle of Wight,False
799,Lisa_Rob,Marketing,Southampton,False
800,Joshua_Hil,Marketing,Portsmouth,False
801,Lisa_Cam,Operations,Isle of Wight,True
802,Nancy_Jon,IT,Isle of Wight,False
803,Paul_Rod,IT,Isle of Wight,True
804,Andrew_Wil,Marketing,Remote,False
805,Ashley_Bak,Operations,London,True
806,Nancy_Gar,Sales,Isle of Wight,True
807,Ashley_Ada_807,Finance,Portsmouth,True
808,Donna_Gon_808,Finance,Remote,True
809,Sandra_Rob,IT,Southampton,False
810,Michael_You,Legal,London,True
811,Susan_Har,Legal,Remote,False
812,Margaret_Wri,IT,Remote,False
813,Jessica_Per,Marketing,Southampton,False
814,Linda_Whi,Sales,Southampton,True
815,David_Wal,IT,Remote,True
816,Jennifer_And,Legal,Southampton,False
817,Anthony_Moo_817,Finance,Southampton,False
818,Karen_Har_818,Operations,Portsmouth,False
819,Susan_Rod_819,Sales,Remote,True
820,Andrew_Wal,Legal,Southampton,True
821,Andrew_All,HR,Portsmouth,False
822,Margaret_Cla,IT,Isle of Wight,True
823,Emily_Tho,Marketing,Remote,True
824,Lisa_Hal,Marketing,London,True
825,Paul_Tho,HR,London,False
826,Linda_Mil_826,Marketing,Remote,False
827,Karen_Ngu,Sales,Remote,True
828,Lisa_Nel,Legal,London,True
829,Mark_And,Legal,London,False
830,Mark_Cam,IT,Portsmouth,False
831,Ashley_Jon_831,Marketing,Portsmouth,True
832,Joshua_Riv,Operations,Portsmouth,True
833,Christopher_Mar,Sales,Isle of Wight,False
834,Joshua_Tor_834,HR,Southampton,False
835,Susan_Smi,Finance,Southampton,False
836,Paul_Sco,Operations,Isle of Wight,True
837,Elizabeth_Nel_837,Operations,Remote,False
838,Ashley_Jon_838,HR,Southampton,False
839,Lisa_Mit,Finance,Remote,False
840,Joshua_Flo_840,Operations,Southampton,False
841,Daniel_Mil,Operations,Portsmouth,False
842,Thomas_Cam_842,Sales,Southampton,False
843,Barbara_Lew,Legal,Southampton,False
844,Lisa_Hil,HR,Isle of Wight,True
845,Jennifer_Whi_845,Marketing,Remote,True
846,Ashley_Bro,Finance,Southampton,False
847,Matthew_Moo_847,Sales,Remote,True
848,Daniel_Tho,Marketing,Southampton,False
849,Robert_Car,Marketing,Southampton,True
850,Richard_Ram,IT,Southampton,True
851,Lisa_Riv,IT,Portsmouth,True
852,Linda_Har,Operations,Portsmouth,False
853,Donald_Bak,Sales,Portsmouth,True
854,James_Gre,Sales,Isle of Wight,True
855,James_Riv,Operations,Remote,True
856,Joseph_Tho,Marketing,Southampton,False
857,Mary_Nel,Marketing,Isle of Wight,False
858,Donald_Joh,Operations,Remote,False
859,Joshua_Nel,Legal,Remote,False
860,Betty_Cla_860,Finance,Isle of Wight,False
861,Susan_Hil_861,HR,Southampton,True
862,Donald_Bak_862,Operations,Portsmouth,False
863,Patricia_Wil_863,Operations,Remote,False
864,Donald_Hil,Finance,Portsmouth,True
865,Steven_Mil,Finance,London,True
866,Patricia_Hil_866,IT,Southampton,True
867,Anthony_Flo,Marketing,Isle of Wight,False
868,Michael_Har_868,Legal,Southampton,False
869,Patricia_You_869,IT,Portsmouth,True
870,Mary_Smi,Marketing,London,True
871,Richard_Gre,Operations,Remote,False
872,Sarah_Her,Legal,Isle of Wight,False
873,Donald_Smi,Marketing,Southampton,True
874,Nancy_Lee,HR,Southampton,True
875,Karen_Nel,IT,London,True
876,Andrew_Rob,Sales,Portsmouth,False
877,Elizabeth_Whi,Marketing,Remote,True
878,Richard_Hal,IT,London,True
879,Andrew_Cam,Sales,Remote,False
880,Sandra_Wal,IT,Isle of Wight,True
881,Kimberly_Tay,Marketing,Isle of Wight,True
882,Lisa_Mit_882,Legal,Portsmouth,False
883,Karen_Wil,Finance,Isle of Wight,True
884,Jessica_Ada_884,Legal,Remote,True
885,Emily_Hil_885,IT,London,False
886,Elizabeth_All_886,Marketing,Southampton,False
887,Joshua_Cla,Operations,Southampton,True
888,Christopher_Joh,IT,London,True
889,Emily_Smi,Finance,Southampton,False
890,Barbara_Hal_890,IT,Remote,False
891,Sandra_Mar_891,Legal,Portsmouth,False
892,Margaret_Ada_892,Sales,Remote,True
893,Patricia_Ram,Legal,Portsmouth,False
894,John_Kin_894,Sales,London,True
895,Patricia_Rob,Legal,Portsmouth,False
896,Joshua_Gre,Finance,Portsmouth,False
897,Betty_Jon_897,Operations,Southampton,True
898,Thomas_Kin,Finance,Remote,False
899,Michael_Hal,Finance,London,True
900,Susan_Riv,Sales,Portsmouth,True
901,Betty_Flo,Operations,Remote,True
902,Susan_Joh,Sales,London,False
903,Christopher_Hil,Operations,Portsmouth,True
904,Robert_San,Legal,Remote,True
905,Lisa_Cla_905,Finance,Southampton,False
906,Robert_Car_906,Operations,London,True
907,Linda_Flo,Finance,London,True
908,David_And,Finance,London,False
909,Betty_Bak_909,Marketing,London,False
910,Ashley_Tho_910,Legal,London,True
911,Anthony_Tho_911,Legal,Southampton,True
912,Kimberly_Flo_912,Legal,Portsmouth,True
913,Betty_Moo,Legal,Southampton,False
914,Linda_All_914,Sales,London,False
915,Margaret_Mil_915,Marketing,London,True
916,Emily_Bro_916,Marketing,London,True
917,William_Joh,Operations,Portsmouth,False
918,Donna_Ram_918,IT,Southampton,True
919,Karen_Bro,Sales,London,True
920,Joshua_Cam,Sales,Remote,False
921,Kimberly_Sco,Sales,Isle of Wight,False
922,Kimberly_Gon_922,Finance,Isle of Wight,False
923,Michelle_Lew,Operations,Isle of Wight,False
924,Emily_Wil,Finance,London,True
925,Donald_Moo,Legal,Portsmouth,True
926,Steven_Tho_926,Operations,Isle of Wight,True
927,Andrew_Cla,Legal,Remote,False
928,Joshua_Kin,Sales,Isle of Wight,False
929,David_Mar,Operations,Isle of Wight,True
930,Anthony_Joh,HR,London,False
931,Paul_Gar,Operations,Remote,True
932,Daniel_Tho_932,Marketing,Remote,True
933,Matthew_San,Marketing,Southampton,True
934,Emily_Wil_934,Legal,Portsmouth,False
935,Betty_All,HR,Isle of Wight,True
936,Joseph_Hal_936,HR,Remote,False
937,Emily_Mar_937,Marketing,London,True
938,Christopher_Hal,Sales,Portsmouth,True
939,Betty_Lew,Marketing,Isle of Wight,False
940,Anthony_Gar_940,Finance,Isle of Wight,False
941,Paul_Mil,Operations,Isle of Wight,False
942,Michael_Bro_942,Sales,Remote,True
943,Margaret_Tay_943,Legal,London,False
944,Margaret_Jac,Finance,Isle of Wight,False
945,Michelle_Ngu,Operations,London,False
946,Ashley_Rod_946,HR,Isle of Wight,False
947,Michael_Gre,HR,Remote,True
948,Donald_Mar_948,HR,Remote,True
949,Paul_Jac,Legal,Southampton,True
950,Steven_Mil_950,HR,Remote,True
951,Susan_Ngu,Operations,Portsmouth,True
952,Elizabeth_Dav_952,Sales,Southampton,True
953,Andrew_Cla_953,IT,Isle of Wight,True
954,Margaret_Hal,HR,London,False
955,Ashley_Joh_955,Marketing,London,True
956,Paul_Mar,HR,Isle of Wight,True
957,Mark_Jac_957,Finance,London,False
958,Emily_You,Sales,Southampton,False
959,Jennifer_Ngu,HR,London,True
960,Lisa_Hil_960,Marketing,Portsmouth,False
961,Michael_You_961,Sales,Southampton,False
962,Michelle_Bak,Sales,London,True
963,Matthew_Lew,IT,Isle of Wight,True
964,Donald_Dav,IT,Portsmouth,True
965,John_All_965,IT,Southampton,True
966,Jessica_All_966,HR,Remote,True
967,Anthony_Gon_967,Finance,Remote,True
968,John_Tho_968,HR,Portsmouth,False
969,Susan_Lop,Sales,Southampton,True
970,Michael_Mit_970,IT,Remote,False
971,Michael_Her,Legal,Portsmouth,False
972,Jessica_Mil_972,IT,Remote,True
973,Betty_Per,Marketing,Remote,False
974,Mary_Joh_974,Sales,Portsmouth,False
975,Emily_Gon,Legal,London,False
976,Emily_Tho_976,Operations,Isle of Wight,True
977,Matthew_Bak,Finance,Isle of Wight,True
978,Robert_Rod,HR,Isle of Wight,True
979,Donna_Tho,Operations,Isle of Wight,False
980,Emily_Mit,Operations,London,False
981,Barbara_Per_981,IT,London,True
982,Matthew_Dav_982,Finance,Remote,True
983,Susan_Car,IT,Southampton,True
984,Matthew_Wil_984,IT,Portsmouth,False
985,Steven_Mit_985,Finance,Portsmouth,False
986,Jessica_All_986,Finance,Southampton,True
987,Michelle_Rod_987,IT,Portsmouth,False
988,Betty_Ngu_988,Finance,Southampton,False
989,Matthew_Wil_989,Operations,Remote,True
990,Paul_Tay_990,Marketing,Portsmouth,True
991,Jennifer_Wil_991,Marketing,Portsmouth,False
992,Michael_Kin,Operations,London,True
993,James_Wil,Operations,Isle of Wight,True
994,Susan_Ngu_994,Marketing,Remote,False
995,Betty_Lee_995,IT,Remote,False
996,Daniel_Bro,Legal,Portsmouth,False
997,Charles_Wri_997,Legal,Portsmouth,True
998,Kimberly_And_998,Finance,Isle of Wight,True
999,Kimberly_Smi,Sales,London,False
1000,Emily_Har,Sales,London,True
